broker,direction,district,fecha_publicacion,idCliente,lat,lon,portal,supTotal,supUtil,tipo,title,url,valor,vivienda
Águila Propiedades,Helsinski 5740 - Departamento 407,la-reina,11-11-2019,5191935,-33.4564629,-70.5709686,Portal Inmobiliario,74,67,arriendo,Helsinski 5740 - Departamento 407,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5191935-helsinski-5740-departamento-407-uda,650000,departamento
Aguayo,Principe De Gales 2000,la-reina,06-12-2019,5260514,-33.4382553,-70.5700836,Portal Inmobiliario,84,74,arriendo,Principe De Gales 2000,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5260514-principe-de-gales-2000-uda,680000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710 (+ Estac / + Bod),la-reina,08-12-2019,5265194,-33.4555016,-70.5710983,Portal Inmobiliario,57,2,arriendo,Blest Gana 5710 (+ Estac / + Bod),https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5265194-blest-gana-5710-estac-bod-uda,530000,departamento
Inmobinet,Hannover 5750,la-reina,09-12-2019,5267763,-33.4517822,-70.5705414,Portal Inmobiliario,54,50,arriendo,Hannover 5750,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5267763-hannover-5750-uda,450000,departamento
Alaluf Propiedades,Metro Plaza Egaña / Best Gana,la-reina,08-12-2019,5264988,-33.4556007,-70.5691986,Portal Inmobiliario,42,42,arriendo,Metro Plaza Egaña / Best Gana,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5264988-metro-plaza-egana-best-gana-uda,480000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,03-10-2019,5107531,-33.455513,-70.571106,Portal Inmobiliario,43,39,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5107531-blest-gana-5710-uda,420000,departamento
Cd Prop,Nicanor Plaza / Helsby,la-reina,07-12-2019,5266106,-33.4350739,-70.532402,Portal Inmobiliario,170,140,arriendo,Nicanor Plaza / Helsby,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5266106-nicanor-plaza-helsby-uda,42,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,08-12-2019,5218260,-33.4555016,-70.5710983,Portal Inmobiliario,41,1,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5218260-blest-gana-5710-uda,400000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,24-09-2019,5089016,-33.4555016,-70.5710983,Portal Inmobiliario,41,1,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5089016-blest-gana-5710-uda,400000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,23-10-2019,5151695,-33.4555016,-70.5710983,Portal Inmobiliario,41,1,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5151695-blest-gana-5710-uda,400000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,08-12-2019,5260065,-33.4555016,-70.5710983,Portal Inmobiliario,41,1,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5260065-blest-gana-5710-uda,400000,departamento
Berrios Zegers Propiedades,Troncos Viejos / Tobalaba,la-reina,09-12-2019,5210140,-33.4356003,-70.5744019,Portal Inmobiliario,100,100,arriendo,Troncos Viejos / Tobalaba,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5210140-troncos-viejostobalaba-uda,550000,departamento
Larruy Propiedades,Loreley / Av. Echeñique,la-reina,08-12-2019,5261526,-33.4445496,-70.5650101,Portal Inmobiliario,106,101,arriendo,Loreley / Av. Echeñique,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5261526-loreley-av-echenique-uda,650000,departamento
Von Schultzendorff Gestión Inmobiliaria,Metro Simón Bolívar,la-reina,09-12-2019,5268966,-33.4456215,-70.5717697,Portal Inmobiliario,60,50,arriendo,Metro Simón Bolívar,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5268966-metro-simon-bolivar-uda,490000,departamento
Prourbe,Metro Príncipe De Gales / Av. Ossa / Toba,la-reina,08-12-2019,5218173,-33.4385986,-70.5706024,Portal Inmobiliario,44,39,arriendo,Metro Príncipe De Gales / Av. Ossa / Toba,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5218173-metro-principe-de-gales-av-ossa-toba-uda,430000,departamento
Arriendoasegurado.com,José Arrieta,la-reina,09-12-2019,5268777,-33.4660988,-70.5270996,Portal Inmobiliario,115,85,arriendo,José Arrieta,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5268777-jose-arrieta-uda,800000,departamento
Am Patrick Propiedades,Colegio Grange,la-reina,08-10-2018,4036373,-33.4421425,-70.5332718,Portal Inmobiliario,165,140,arriendo,Colegio Grange,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/4036373-colegio-grange-uda,1600000,departamento
Claudio Salgado,"Príncipe De Gales Ángel Cruchaga,",la-reina,14-12-2019,5286516,-33.4392891,-70.5558319,Portal Inmobiliario,60,55,arriendo,"Príncipe De Gales Ángel Cruchaga,",https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5286516-principe-de-gales-angel-cruchaga-uda,400000,departamento
Larruy Propiedades,Lynch Norte / Av. Larraín,la-reina,08-12-2019,5223042,-33.451004,-70.5656052,Portal Inmobiliario,44,44,arriendo,Lynch Norte / Av. Larraín,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5223042-lynch-norte-av-larrain-uda,380000,departamento
Carrillo Propiedades,Duplex Nuevo / Metro Plaza Egaña,la-reina,16-12-2019,5288245,-33.4554062,-70.5705032,Portal Inmobiliario,75,75,arriendo,Duplex Nuevo / Metro Plaza Egaña,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5288245-duplex-nuevo-metro-plaza-egana-uda,650000,departamento
Asuntos Legales & Negocios,Principe De Gales  / Loreley,la-reina,12-12-2019,5280681,-33.4383011,-70.5707092,Portal Inmobiliario,52,49,arriendo,Principe De Gales  / Loreley,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5280681-principe-de-gales-loreley-uda,490000,departamento
Miguel Angel Duclos Jimenez,"Blest Gana 5784, La Reina - Departamento 1504",la-reina,10-12-2019,5204747,-33.4551926,-70.5699539,Portal Inmobiliario,64,64,arriendo,"Blest Gana 5784, La Reina - Departamento 1504",https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5204747-blest-gana-5784-la-reina-departamento-1504-uda,700000,departamento
Ormazabal Propiedades,Nueva Príncipe De Gales 50,la-reina,13-12-2019,5285383,-33.4519119,-70.5285873,Portal Inmobiliario,60,56,arriendo,Nueva Príncipe De Gales 50,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5285383-nueva-principe-de-gales-50-uda,400000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,12-12-2019,5282082,-33.455513,-70.571106,Portal Inmobiliario,43,39,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5282082-blest-gana-5710-uda,430000,departamento
Ole Propiedades,Metro Simón Bolibar - Echeñique,la-reina,13-12-2019,5283617,-33.4453888,-70.571167,Portal Inmobiliario,74,68,arriendo,Metro Simón Bolibar - Echeñique,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5283617-metro-simon-bolibar-echenique-uda,560000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,12-12-2019,5282116,-33.455513,-70.571106,Portal Inmobiliario,43,39,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5282116-blest-gana-5710-uda,530000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,13-12-2019,5282644,-33.455513,-70.571106,Portal Inmobiliario,59,54,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5282644-blest-gana-5710-uda,530000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710 (+ Estac / + Bod),la-reina,10-12-2019,5273765,-33.4555016,-70.5710983,Portal Inmobiliario,41,1,arriendo,Blest Gana 5710 (+ Estac / + Bod),https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5273765-blest-gana-5710-estac-bod-uda,430000,departamento
Assetplan Asesores De Inversión S.a.,Avenida Echeñique 5819,la-reina,12-12-2019,5282124,-33.4454765,-70.5711746,Portal Inmobiliario,73,66,arriendo,Avenida Echeñique 5819,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5282124-avenida-echenique-5819-uda,580000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710 (+ Estac / + Bod),la-reina,10-12-2019,5273764,-33.4555016,-70.5710983,Portal Inmobiliario,41,1,arriendo,Blest Gana 5710 (+ Estac / + Bod),https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5273764-blest-gana-5710-estac-bod-uda,430000,departamento
Gmd Propiedades,Blest Gana 5888 - Departamento 4,la-reina,14-12-2019,5286100,-33.4555626,-70.5689697,Portal Inmobiliario,74,62,arriendo,Blest Gana 5888 - Departamento 4,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5286100-blest-gana-5888-departamento-4-uda,630000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,12-12-2019,5282111,-33.455513,-70.571106,Portal Inmobiliario,75,66,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5282111-blest-gana-5710-uda,530000,departamento
Habitar Urbano Propiedades,Condominio Echeñique,la-reina,11-12-2019,5271216,-33.4500008,-70.5500031,Portal Inmobiliario,110,90,arriendo,Condominio Echeñique,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5271216-condominio-echenique-uda,700000,departamento
Habitar Urbano Propiedades,Condominio Echeñique,la-reina,11-12-2019,5238993,-33.4500008,-70.5500031,Portal Inmobiliario,110,90,arriendo,Condominio Echeñique,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5238993-condominio-echenique-uda,700000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710 (+ Estac / + Bod),la-reina,09-12-2019,5205034,-33.4555016,-70.5710983,Portal Inmobiliario,65,2,arriendo,Blest Gana 5710 (+ Estac / + Bod),https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5205034-blest-gana-5710-estac-bod-uda,550000,departamento
Mgmpropiedades,Príncipe De Gales 7484,la-reina,16-12-2019,5192625,-33.4390526,-70.5522995,Portal Inmobiliario,72,70,arriendo,Príncipe De Gales 7484,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5192625-principe-de-gales-7484-uda,650000,departamento
Aisen Propiedades,Blest Gana 5888 - Departamento 413,la-reina,16-12-2019,5288069,-33.4555626,-70.5689697,Portal Inmobiliario,75,75,arriendo,Blest Gana 5888 - Departamento 413,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5288069-blest-gana-5888-departamento-413-uda,680000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,10-12-2019,5273262,-33.455513,-70.571106,Portal Inmobiliario,73,68,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5273262-blest-gana-5710-uda,530000,departamento
Rcr Arquitectura Y Gestión Inmobiliaria,Blest Gana / Metro Plaza Egaña,la-reina,12-12-2019,5243147,-33.4553986,-70.5681992,Portal Inmobiliario,40,40,arriendo,Blest Gana / Metro Plaza Egaña,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5243147-blest-gana-metro-plaza-egana-uda,470000,departamento
M Díaz Y Compañía Ltda.,Avenida Egaña 605,la-reina,16-12-2019,4910977,-33.4590797,-70.5722046,Portal Inmobiliario,82,82,arriendo,Avenida Egaña 605,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/4910977-avenida-egana-605-uda,650000,departamento
Fridman Propiedades,Propiedad En Blest Gana / Mall Plaza Egaña,MLC-516694334-propiedad-en-blest-gana-mall-plaza-egana-_JM>,13-12-2019,MLC,-33.4555261,-70.5708175,Portal Inmobiliario,80,80,MLC-516694334-propiedad-en-blest-gana-mall-plaza-egana-_JM>,Propiedad En Blest Gana / Mall Plaza Egaña,https://www.portalinmobiliario.com/MLC-516694334-propiedad-en-blest-gana-mall-plaza-egana-_JM,580000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710 (+ Estac / + Bod),la-reina,09-12-2019,5205035,-33.4555016,-70.5710983,Portal Inmobiliario,57,2,arriendo,Blest Gana 5710 (+ Estac / + Bod),https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5205035-blest-gana-5710-estac-bod-uda,530000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710 (+ Estac / + Bod),la-reina,10-12-2019,5273768,-33.4555016,-70.5710983,Portal Inmobiliario,57,2,arriendo,Blest Gana 5710 (+ Estac / + Bod),https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5273768-blest-gana-5710-estac-bod-uda,540000,departamento
Marite Olivos,Príncipe De Gales 7565 - Departamento 1205,la-reina,14-12-2019,5285898,-33.4395103,-70.5526581,Portal Inmobiliario,70,70,arriendo,Príncipe De Gales 7565 - Departamento 1205,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5285898-principe-de-gales-7565-departamento-1205-uda,500000,departamento
Rk Propiedades,Jumbo Latadia,la-reina,12-12-2019,5243877,-33.4331474,-70.5753098,Portal Inmobiliario,100,90,arriendo,Jumbo Latadia,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5243877-jumbo-latadia-uda,680000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710 (+ Estac / + Bod),la-reina,11-12-2019,5201794,-33.4555016,-70.5710983,Portal Inmobiliario,65,2,arriendo,Blest Gana 5710 (+ Estac / + Bod),https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5201794-blest-gana-5710-estac-bod-uda,530000,departamento
Abc Propiedades,Simón Bolivar  / Tobalaba,la-reina,12-12-2019,5280604,-33.447422,-70.5651321,Portal Inmobiliario,80,77,arriendo,Simón Bolivar  / Tobalaba,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5280604-simon-bolivar-tobalaba-uda,580000,departamento
Lakay Propiedades,Obispo Del Solar A Estrenar ¡¡¡a Pasos Mall Egaña Y Linea 3 Y 4 ¡¡¡¡¡¡,la-reina,12-12-2019,5279566,-33.4510193,-70.5704727,Portal Inmobiliario,74,65,arriendo,Obispo Del Solar A Estrenar ¡¡¡a Pasos Mall Egaña Y Linea 3 Y 4 ¡¡¡¡¡¡,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5279566-obispo-del-solar-a-estrenar-a-pasos-mall-egana-y-linea-3-y-4--uda,600000,departamento
Alpprop,Blest Gana. Metro Plaza Egaña,la-reina,09-12-2019,5270353,-33.4555626,-70.5689697,Portal Inmobiliario,64,55,arriendo,Blest Gana. Metro Plaza Egaña,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5270353-blest-gana-metro-plaza-egana-uda,550000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710 (+ Estac / + Bod),la-reina,10-12-2019,5273763,-33.4555016,-70.5710983,Portal Inmobiliario,41,1,arriendo,Blest Gana 5710 (+ Estac / + Bod),https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5273763-blest-gana-5710-estac-bod-uda,430000,departamento
Maximizar Liderazgo Inmobiliario,Metro Plaza Egaña / Blest Gana / Disponibilidad Inmediata,la-reina,13-12-2019,5284288,-33.4555626,-70.5689697,Portal Inmobiliario,81,78,arriendo,Metro Plaza Egaña / Blest Gana / Disponibilidad Inmediata,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5284288-metro-plaza-egana-blest-gana-disponibilidad-inmediata-uda,600000,departamento
Patricio Fabio Rojas,Hannover 5750,la-reina,09-12-2019,5270048,-33.4516029,-70.5699387,Portal Inmobiliario,46,36,arriendo,Hannover 5750,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5270048-hannover-5750-uda,1679,departamento
María José Izquierdo Cortés,Vicente Perez Rosales / Valenzuela Puelma,la-reina,05-12-2019,5233682,-33.4351768,-70.5499039,Portal Inmobiliario,65,65,arriendo,Vicente Perez Rosales / Valenzuela Puelma,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5233682-vicente-perez-rosales-valenzuela-puelma-uda,450000,departamento
Assetplan Asesores De Inversión S.a.,Blest Gana 5710,la-reina,10-12-2019,5273268,-33.455513,-70.571106,Portal Inmobiliario,44,40,arriendo,Blest Gana 5710,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5273268-blest-gana-5710-uda,400000,departamento
Romo Propiedades,"Bilbao, Av. Ossa",la-reina,25-11-2019,5183296,-33.4331017,-70.5752029,Portal Inmobiliario,73,66,arriendo,"Bilbao, Av. Ossa",https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5183296-bilbao-av-ossa-uda,640000,departamento
Century 21 Oriente,Ricardo Wagner,la-reina,03-12-2019,5248889,-33.4331017,-70.5753021,Portal Inmobiliario,115,95,arriendo,Ricardo Wagner,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5248889-ricardo-wagner-uda,850000,departamento
Carla Rivara,Loreley 1058,la-reina,06-12-2019,5264656,-33.443119,-70.5665588,Portal Inmobiliario,145,145,arriendo,Loreley 1058,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5264656-loreley-1058-uda,700000,departamento
Luxor Inmobiliaria,Metro Simon Bolivar,la-reina,21-11-2019,5219640,-33.4454498,-70.5713196,Portal Inmobiliario,52,48,arriendo,Metro Simon Bolivar,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5219640-metro-simon-bolivar-uda,520000,departamento
Francisco Vergara,Blest Gana 5893 - Departamento 207,la-reina,08-12-2019,5266850,-33.4557114,-70.5690536,Portal Inmobiliario,77,70,arriendo,Blest Gana 5893 - Departamento 207,https://www.portalinmobiliario.com/arriendo/departamento/la-reina-metropolitana/5266850-blest-gana-5893-departamento-207-uda,18,departamento
Puffe Propiedades Spa.,Las Hualtatas San Damian,las-condes,08-12-2019,5141412,-33.3746948,-70.5265045,Portal Inmobiliario,98,90,arriendo,Las Hualtatas San Damian,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5141412-las-hualtatas-san-damian-uda,730000,departamento
